Gene,Index
TRMT44,4845
ADRB1,4846
CYB561,4847
CYBA,4848
CYBB,4849
CYC1,4850
CYLC1,4851
CYLC2,4852
ADRB2,4853
CYLD,4854
CYP1A1,4855
CYP1A2,4856
CYP1B1,4857
RUNDC3B,4858
AMOT,4859
CYP2A6,4860
KCTD7,4861
ADRB3,4862
LOC155060,4863
ATP6V0E2,4864
CYP3A7,4865
CYP2A13,4866
NSUN5P1,4867
CYP2B6,4868
CYP2B7P,4869
CYP2C19,4870
CYP2C8,4871
CYP2C9,4872
GRK2,4873
CYP2C18,4874
CYP2D6,4875
GRK3,4876
CYP2E1,4877
CYP2F1,4878
CYP2J2,4879
ANKRD46,4880
CYP3A4,4881
LINC00599,4882
VPS13B,4883
ERICH1,4884
CYP3A5,4885
SBSPON,4886
CYP4A11,4887
CAMSAP1,4888
ADSL,4889
CYP4B1,4890
CYP7A1,4891
CYP11A1,4892
CYP11B1,4893
PRUNE2,4894
CYP11B2,4895
ZXDB,4896
CYP17A1,4897
ADAM3A,4898
MOSPD2,4899
CYP19A1,4900
CYP21A2,4901
CYP24A1,4902
RBMY2FP,4903
CYP26A1,4904
CYP27A1,4905
CYP27B1,4906
CYP51A1,4907
SLC5A12,4908
DAB1,4909
DAB2,4910
DACH1,4911
DAD1,4912
CD55,4913
DAG1,4914
DENND5B,4915
DGKA,4916
DGKB,4917
DGKG,4918
DGKQ,4919
AP2A2,4920
DAO,4921
DAP,4922
DAPK1,4923
DAPK3,4924
DAXX,4925
DAZL,4926
AP1B1,4927
BRINP1,4928
DBH,4929
DBI,4930
RETREG3,4931
DBN1,4932
DBP,4933
DBT,4934
ZNF550,4935
AP2B1,4936
DCC,4937
ZNF780B,4938
ECI1,4939
DCK,4940
DCN,4941
DENND1B,4942
DCTD,4943
ACE,4944
DCT,4945
DCTN1,4946
AP1G1,4947
DCX,4948
DDB1,4949
DDB2,4950
DDC,4951
AKR1C1,4952
AKR1C2,4953
TMPRSS6,4954
GADD45A,4955
DDIT3,4956
AEBP1,4957
DDOST,4958
DDT,4959
DDX1,4960
DDX3X,4961
DDX5,4962
DDX6,4963
DMXL1,4964
DHX8,4965
TLE5,4966
DHX9,4967
DDX10,4968
DDX11,4969
DHX15,4970
DECR1,4971
DCLK2,4972
ADGRA3,4973
DEFA4,4974
CRISP1,4975
DEFA5,4976
DEFA6,4977
DEFB1,4978
DCP2,4979
DEFB4A,4980
DES,4981
CFD,4982
DFFA,4983
DFFB,4984
TIMM8A,4985
ZNF467,4986
GSDME,4987
COCH,4988
KCNV2,4989
OLFML2A,4990
PSORS1C1,4991
PSORS1C2,4992
ZNF721,4993
ZNF384,4994
ASXL1,4995
ZNF675,4996
SPTSSA,4997
PTCRA,4998
ABHD3,4999
DGUOK,5000
DHCR7,5001
DHCR24,5002
DHFR,5003
DHFRP3,5004
DHODH,5005
DHPS,5006
CYB5R3,5007
NQO1,5008
DIAPH1,5009
AFM,5010
DIAPH2,5011
DIO1,5012
DIO2,5013
DIO3,5014
DKC1,5015
DLAT,5016
DLD,5017
DLG1,5018
AFP,5019
DLG2,5020
DLG3,5021
DLG4,5022
DLST,5023
DLX2,5024
DLX4,5025
DLX5,5026
AGA,5027
DLX6,5028
DMBT1,5029
DMD,5030
SARDH,5031
DMP1,5032
DNM1,5033
ACAN,5034
DMPK,5035
DMRT1,5036
DMWD,5037
DNA2,5038
DNAH6,5039
AGER,5040
DNAH9,5041
DNASE1,5042
DNASE1L1,5043
DNASE1L2,5044
DNASE1L3,5045
DNASE2,5046
DYNC1H1,5047
AGL,5048
DYNC1I1,5049
DYNC1I2,5050
DYNC1LI2,5051
DNM2,5052
DNMT1,5053
TRDMT1,5054
DNMT3A,5055
DNMT3B,5056
DNTT,5057
DOCK1,5058
DOCK2,5059
DOCK3,5060
DOK1,5061
DXO,5062
DPAGT1,5063
ABAT,5064
DPEP1,5065
DPH2,5066
DPP4,5067
DPP6,5068
DPT,5069
DPYD,5070
DPYS,5071
DPYSL2,5072
DPYSL3,5073
AGRP,5074
DR1,5075
SLC26A3,5076
DRD1,5077
DRD2,5078
DRD3,5079
DRD4,5080
DRD5,5081
DRG2,5082
JAG1,5083
ARID3A,5084
DRP2,5085
ATN1,5086
DSC1,5087
DSC2,5088
DSC3,5089
DSCAM,5090
RCAN1,5091
DSG1,5092
DSG2,5093
AGT,5094
DSG3,5095
TSC22D3,5096
DSP,5097
EPYC,5098
DSPP,5099
SLC26A2,5100
DTNA,5101
DTNB,5102
HBEGF,5103
DTYMK,5104
ECM2,5105
DUSP1,5106
DUSP2,5107
DUSP3,5108
DUSP4,5109
DUSP5,5110
DUSP6,5111
DUSP7,5112
AGTR1,5113
DUSP8,5114
DUSP9,5115
DUT,5116
DVL1,5117
DVL2,5118
DVL3,5119
DYRK1A,5120
AGTR2,5121
TOR1A,5122
E2F1,5123
APLNR,5124
E2F2,5125
E2F3,5126
E2F4,5127
E2F5,5128
E2F6,5129
E4F1,5130
GPR183,5131
ECE1,5132
AGXT,5133
TYMP,5134
ECH1,5135
ECHS1,5136
ECM1,5137
ECT2,5138
EDA,5139
ABCA1,5140
NR0B1,5141
S1PR1,5142
LPAR1,5143
EDN1,5144
EDN2,5145
EDN3,5146
EDNRA,5147
AHCY,5148
EDNRB,5149
PHC1,5150
PHC2,5151
EEF1A1,5152
EEF1A2,5153
HIGD2A,5154
KRT24,5155
AGO3,5156
AGO4,5157
SCAMP5,5158
EEF1B2,5159
EEF1D,5160
EEF2,5161
EIF2D,5162
EFNA1,5163
EFNA2,5164
EFNA3,5165
EFNA4,5166
EFNA5,5167
EFNB1,5168
EFNB2,5169
EFNB3,5170
EGF,5171
CELSR3,5172
CELSR2,5173
MEGF6,5174
MEGF8,5175
MEGF9,5176
EGFR,5177
EGR1,5178
EGR2,5179
AHR,5180
EGR3,5181
EGR4,5182
EHHADH,5183
EIF1AX,5184
DTX3,5185
ZFC3H1,5186
EEF2KMT,5187
EIF2S1,5188
EIF2B1,5189
VSTM4,5190
PAOX,5191
EIF2S3,5192
EPHA2,5193
CT62,5194
AHSG,5195
EIF4A1,5196
ZNF778,5197
EIF4A2,5198
EIF4B,5199
EIF4E,5200
EIF4EBP1,5201
EIF4EBP2,5202
EIF4G1,5203
EIF4G2,5204
EIF5,5205
EIF5A,5206
AIF1,5207
ELANE,5208
SERPINB1,5209
ELAVL2,5210
ELAVL1,5211
ELAVL3,5212
ELAVL4,5213
ELF1,5214
CADM4,5215
ELF2,5216
FAM76A,5217
ELF3,5218
A2M,5219
ABCA2,5220
ELF4,5221
TXLNA,5222
ELF5,5223
ELK1,5224
IBA57,5225
APOBEC3A,5226
APOBEC3F,5227
ELK3,5228
TET3,5229
ELK4,5230
PIKFYVE,5231
ELN,5232
SPRED2,5233
EML1,5234
EMD,5235
MARK2,5236
CEP112,5237
FLCN,5238
SAMD14,5239
EMP1,5240
LYRM9,5241
CENPX,5242
EMP2,5243
EMP3,5244
ADGRE1,5245
ZBTB7C,5246
HACD2,5247
EMX1,5248
PDE12,5249
CTTN,5250
EMX2,5251
SMIM14,5252
EN1,5253
CRYBG1,5254
EN2,5255
TAPT1,5256
ENDOG,5257
LOC202181,5258
ENG,5259
ENO1,5260
KHDRBS2,5261
ENO2,5262
ENO3,5263
ENPEP,5264
ENSA,5265
AK1,5266
SLC29A1,5267
TUBB,5268
R3HCC1,5269
TMEM268,5270
EP300,5271
EPAS1,5272
EPB41,5273
EPB41L1,5274
EPB41L2,5275
EPB42,5276
DMTN,5277
AK2,5278
STOM,5279
EPHA1,5280
EPHA3,5281
EPHA4,5282
EPHA5,5283
EPHA7,5284
EPHB1,5285
EPHB2,5286
HIPK1,5287
EPHB3,5288
AK4,5289
EPHB4,5290
EPHB6,5291
EPHX1,5292
EPHX2,5293
STX2,5294
CLN8,5295
SENP5,5296
EPO,5297
EPOR,5298
EPS8,5299
EPS15,5300
NR2F6,5301
SLC36A1,5302
ERBB2,5303
ERBB3,5304
ERBB4,5305
ERCC1,5306
ERCC2,5307
EREG,5308
AKT1,5309
EYA4,5310
ERCC3,5311
ERCC4,5312
ERCC5,5313
ERF,5314
ERG,5315
ERH,5316
AKT2,5317
ERN1,5318
FBL,5319
ESD,5320
ESR1,5321
ABCA3,5322
ALAD,5323
ESR2,5324
ESRRA,5325
ESRRB,5326
ESRRG,5327
ETF1,5328
ETFA,5329
ETFB,5330
ALAS1,5331
ETFDH,5332
ETS1,5333
ETS2,5334
ETV1,5335
ETV2,5336
ETV3,5337
ETV4,5338
ETV5,5339
ALAS2,5340
ETV6,5341
EVC,5342
MECOM,5343
EVI2A,5344
EVPL,5345
EVX1,5346
ALB,5347
EWSR1,5348
EXT1,5349
EXT2,5350
EXTL1,5351
EXTL2,5352
EXTL3,5353
EYA1,5354
EYA2,5355
ALCAM,5356
EYA3,5357
EZH1,5358
EZH2,5359
F2,5360
F2R,5361
ABCD1,5362
F2RL1,5363
F2RL2,5364
F3,5365
F5,5366
F7,5367
F8,5368
F9,5369
F10,5370
ALDH1A1,5371
F11,5372
F12,5373
F13A1,5374
F13B,5375
FAAH,5376
FABP4,5377
FABP1,5378
FABP2,5379
ALDH2,5380
FABP3,5381
FABP5,5382
FABP6,5383
FABP7,5384
FANCA,5385
FANCC,5386
FANCE,5387
ALDH3A1,5388
ACSL1,5389
ACSL3,5390
ACSL4,5391
FAH,5392
PTK2B,5393
BPTF,5394
FANCG,5395
ALDH1B1,5396
FAP,5397
FBLN1,5398
FARSA,5399
USP12,5400
FASN,5401
FAT1,5402
FOLH1B,5403
FAT2,5404
ZCCHC24,5405
UNC5B,5406
FAU,5407
FBLN2,5408
ABCB7,5409
ALDH1A3,5410
FBN1,5411
FBN2,5412
SKA1,5413
EFEMP1,5414
FBP1,5415
FCAR,5416
FCER1A,5417
USP32P2,5418
MS4A2,5419
FCER1G,5420
FCER2,5421
FCGR1A,5422
FAM13C,5423
HNRNPA3,5424
ALDH3B1,5425
JMJD1C,5426
FAM171A1,5427
NSUN6,5428
HNRNPUL2,5429
MICU2,5430
FCGR2A,5431
FCGR2B,5432
ADGRF5,5433
OARD1,5434
FGD2,5435
FCGR3B,5436
PHACTR1,5437
FCGRT,5438
PXDC1,5439
FKTN,5440
PRPS1L1,5441
TWISTNB,5442
FCN1,5443
CCZ1B,5444
THSD7A,5445
ALDH3B2,5446
FCN2,5447
DKFZP586I1420,5448
FDFT1,5449
ATXN7L1,5450
FDPS,5451
ADGRG3,5452
TSPO2,5453
KCTD20,5454
SCUBE3,5455
ALDH9A1,5456
FDX1,5457
SEMA3D,5458
FDXR,5459
FECH,5460
FEN1,5461
GPC4,5462
ALDH3A2,5463
FER,5464
FES,5465
FGA,5466
FGB,5467
FGD1,5468
FGF1,5469
FGF2,5470
FGF3,5471
FGF4,5472
ABCD2,5473
FGF5,5474
FGF6,5475
FGF7,5476
FGF8,5477
FGF9,5478
FGF12,5479
FGF13,5480
FGF14,5481
ALDOA,5482
FGFR1,5483
FGFR3,5484
GPC5,5485
FGFR2,5486
FGFR4,5487
FGG,5488
FGL1,5489
FGR,5490
FH,5491
FHIT,5492
FHL1,5493
FHL2,5494
FHL3,5495
VEGFD,5496
CASC3,5497
NID2,5498
COG2,5499
TFEC,5500
LAMB4,5501
FKBP1A,5502
RRAS2,5503
CLCA4,5504
IKZF3,5505
IKZF2,5506
MRAS,5507
ATF5,5508
FKBP1B,5509
COPZ1,5510
COPG1,5511
RASA3,5512
PHLDA1,5513
MTF2,5514
HSPA4L,5515
DNAJC8,5516
PUF60,5517
SCAF8,5518
NLGN4Y,5519
CEP162,5520
ZNF652,5521
ZFP30,5522
RHOBTB3,5523
COBLL1,5524
RNF44,5525
DLGAP4,5526
RAB11FIP2,5527
PPM1E,5528
FRMPD1,5529
DOLK,5530
VASH1,5531
ZNF507,5532
AAK1,5533
CPEB3,5534
ADNP2,5535
ANKRD26,5536
LMTK2,5537
NTNG1,5538
CHSY1,5539
ADGRL1,5540
FKBP2,5541
NLRP1,5542
FNDC3A,5543
ATG14,5544
R3HDM2,5545
SLITRK3,5546
CNKSR2,5547
FASTKD2,5548
ZNF510,5549
FKBP3,5550
PPP6R1,5551
NLGN1,5552
SEC31A,5553
DZIP1,5554
PLEKHA6,5555
ENPP4,5556
INPP5F,5557
MLXIP,5558
TRAPPC8,5559
MON1B,5560
FKBP4,5561
MORC2,5562
ANKRD6,5563
ZHX2,5564
CLSTN1,5565
WDR37,5566
ABLIM3,5567
FOXJ3,5568
UBOX5,5569
KHDC4,5570
FKBP5,5571
ZBTB1,5572
ZNF365,5573
BAHD1,5574
DIS3,5575
RPH3A,5576
CEP164,5577
DENND3,5578
ARHGEF15,5579
ALDOB,5580
FOXG1,5581
CARD8,5582
RUFY3,5583
BTBD3,5584
SBNO2,5585
EPN2,5586
TRAK1,5587
DHX30,5588
SACM1L,5589
FAN1,5590
WDR47,5591
RALY,5592
KLRK1,5593
MMRN1,5594
NCBP2,5595
CD93,5596
MAPRE1,5597
KIFAP3,5598
MSRB2,5599
MAPRE3,5600
PLA2R1,5601
ATF6,5602
HABP4,5603
SEPHS2,5604
SEPHS1,5605
RAB3GAP1,5606
POMZP3,5607
SIRT2,5608
RPIA,5609
ELL2,5610
SCAP,5611
SNW1,5612
FOXF1,5613
SHANK2,5614
DKK1,5615
KIN,5616
CCT5,5617
FOXF2,5618
SLC4A1AP,5619
P2RX2,5620
TRIM32,5621
SCMH1,5622
FOXC1,5623
FOXD1,5624
TPX2,5625
PAXIP1,5626
AKR7A3,5627
NT5C2,5628
EFR3B,5629
TCF25,5630
NINL,5631
DIP2C,5632
MAST1,5633
PDCD11,5634
ACIN1,5635
SORCS3,5636
SV2C,5637
MYH15,5638
FOXI1,5639
PCNX1,5640
KDM2A,5641
HMGXB3,5642
CEP131,5643
CEP152,5644
TTC39A,5645
IGSF9B,5646
LIMCH1,5647
RIMS1,5648
ABCF1,5649
ALDOC,5650
FOXL1,5651
WDFY3,5652
DAAM1,5653
MAPKBP1,5654
PLCH1,5655
KLHDC10,5656
FOXE3,5657
RAB21,5658
STK38L,5659
SPEN,5660
FBXO21,5661
GOLGA8A,5662
EXOSC7,5663
FAIM2,5664
CNOT1,5665
FOXJ1,5666
SNRNP200,5667
PALLD,5668
TMCC1,5669
PDZRN3,5670
UNC13A,5671
MYO16,5672
KDM1A,5673
RBM34,5674
FOXC2,5675
KDM4B,5676
MAST3,5677
USP33,5678
DOP1A,5679
SAMD4A,5680
PHLPP2,5681
ZNF292,5682
PDZD2,5683
WDTC1,5684
XPO7,5685
FOXE1,5686
MYT1L,5687
MON2,5688
PDXDC1,5689
TNIK,5690
KIF21B,5691
PDS5B,5692
FNBP1,5693
SMG1,5694
FOXM1,5695
ZHX3,5696
ENDOD1,5697
ZSWIM8,5698
NCOA6,5699
NMNAT2,5700
CLUAP1,5701
FOXD2,5702
ZNF609,5703
TBC1D9B,5704
GGA2,5705
WAPL,5706
SETX,5707
EMC1,5708
CAND2,5709
SETD1B,5710
CMTR1,5711
ERP44,5712
HECW1,5713
UHRF1BP1L,5714
SWAP70,5715
RRP1B,5716
MYCBP2,5717
VWA8,5718
FOXO1,5719
AVL9,5720
KDM4C,5721
PPRC1,5722
ERC1,5723
EXPH5,5724
PEG10,5725
FOXO3,5726
ZNF423,5727
ZC3H13,5728
ARHGAP26,5729
TTLL5,5730
SIPA1L3,5731
KIF1B,5732
IQSEC2,5733
CDK19,5734
ZBTB43,5735
AKR1B1,5736
MCF2L2,5737
TBC1D2B,5738
FSTL4,5739
MRPS27,5740
RAP1GAP2,5741
DDN,5742
SPART,5743
TNRC6B,5744
CUL9,5745
NFASC,5746
TOGARAM1,5747
NPIPB3,5748
TAB2,5749
HIC2,5750
FLG,5751
ATP10B,5752
CLASP2,5753
CAMTA2,5754
POGZ,5755
COLGALT2,5756
PLXND1,5757
FLI1,5758
ATG2A,5759
GPATCH8,5760
RAD54L2,5761
PHF8,5762
KDM6B,5763
EPB41L3,5764
SMC5,5765
N4BP3,5766
MAST2,5767
FLII,5768
ZZEF1,5769
ANKLE2,5770
DCUN1D4,5771
LRCH1,5772
ZC3H3,5773
NACAD,5774
FCHO1,5775
MLANA,5776
FRMD4B,5777
GRAMD4,5778
CIC,5779
NCDN,5780
CLCC1,5781
TBC1D9,5782
FLNA,5783
WDR43,5784
SNX13,5785
MAPK8IP3,5786
GGA3,5787
MPRIP,5788
NUP205,5789
STAB1,5790
EFR3A,5791
RTF1,5792
SLC35D1,5793
FLNB,5794
TTLL12,5795
GPD1L,5796
ABRAXAS2,5797
METAP1,5798
ZCCHC14,5799
LPIN1,5800
CEP68,5801
PASK,5802
RGL1,5803
FLNC,5804
RFTN1,5805
DIP2A,5806
LARP4B,5807
RCOR1,5808
PHLDB1,5809
KANK1,5810
FLOT2,5811
UBXN4,5812
CYFIP1,5813
ATG4B,5814
GANAB,5815
FBXL7,5816
MDN1,5817
FAM120A,5818
FAF2,5819
PSME4,5820
GSE1,5821
ATP11B,5822
FAM168A,5823
PMPCA,5824
ARL6IP1,5825
ACSBG1,5826
PLEKHM2,5827
SYT11,5828
MLC1,5829
FLT1,5830
JMJD6,5831
ZC3H4,5832
RRS1,5833
SULF1,5834
XPO6,5835
PRRC2C,5836
TBC1D1,5837
ZFR2,5838
NBEAL2,5839
FBXO28,5840
FLT3,5841
DTX4,5842
RHOBTB2,5843
RRP12,5844
SYNE2,5845
NUP210,5846
PLCL2,5847
ARHGEF9,5848
FLT3LG,5849
VPS13A,5850
SEL1L3,5851
TBC1D12,5852
EXOC6B,5853
DNAJC9,5854
SIK2,5855
PLCB1,5856
ARC,5857
PHLPP1,5858
FLT4,5859
TMEM131L,5860
PACS2,5861
COBL,5862
ANKRD28,5863
PDS5A,5864
ASTN2,5865
BOP1,5866
KIAA0556,5867
RPRD2,5868
ATP11A,5869
MINAR1,5870
OTUD3,5871
ANKRD12,5872
KAZN,5873
MTCL1,5874
SCFD1,5875
DENND5A,5876
DDHD2,5877
FMO1,5878
CAMTA1,5879
PPIP5K2,5880
MCF2L,5881
ZC3H7B,5882
EXOC7,5883
ADGRL2,5884
DNMBP,5885
MGA,5886
FMO2,5887
TSPYL4,5888
CAMSAP2,5889
TASOR,5890
CLEC16A,5891
POFUT2,5892
KLHL18,5893
CLUH,5894
NUP160,5895
FMO3,5896
MTUS2,5897
CSTF2T,5898
ADGRL3,5899
WWC1,5900
AGTPBP1,5901
IQCE,5902
FMO4,5903
FBXW11,5904
SMG6,5905
ANKS1A,5906
MGRN1,5907
BICD2,5908
FMO5,5909
ATMIN,5910
EHBP1,5911
WSCD1,5912
KIF13B,5913
UBR2,5914
ACSL6,5915
NEMP1,5916
FKBP15,5917
ICOSLG,5918
SIN3B,5919
FMOD,5920
NCAPD3,5921
DMXL2,5922
KIAA0930,5923
SATB2,5924
SLC9A8,5925
CUX2,5926
DNAJC13,5927
TUT4,5928
FMR1,5929
TRIM2,5930
RPGRIP1L,5931
MAN2B2,5932
WASHC4,5933
USP22,5934
NEDD4L,5935
SASH1,5936
TBC1D30,5937
TTC28,5938
CLASP1,5939
DPY19L1,5940
SZT2,5941
WDR7,5942
SYNM,5943
JADE2,5944
VPS39,5945
AFF2,5946
DNAJC16,5947
ESYT1,5948
SYNE1,5949
SMCHD1,5950
DOCK9,5951
PHF24,5952
FN1,5953
U2SURP,5954
KHNYN,5955
UBR4,5956
SUN1,5957
HAUS5,5958
VPS8,5959
ANGEL1,5960
USP24,5961
FAM189A1,5962
FNBP4,5963
ZNF629,5964
PSD3,5965
OBSL1,5966
ARHGEF12,5967
KIAA0895,5968
LARP1,5969
PPP1R13B,5970
PUM2,5971
ARHGEF18,5972
TNS2,5973
CRTC1,5974
UFL1,5975
RRP8,5976
ICE1,5977
SRGAP2,5978
SMG5,5979
AHCYL2,5980
MAU2,5981
SPECC1L,5982
NCSTN,5983
NUDCD3,5984
SIK3,5985
MED13L,5986
FNTA,5987
ZDHHC17,5988
ECPAS,5989
ADNP,5990
LARS2,5991
PIP5K1C,5992
NCAPH,5993
PPWD1,5994
CTDNEP1,5995
ATP13A2,5996
FRAT2,5997
FBXO46,5998
EXOSC2,5999
DICER1,6000
COTL1,6001
SIRT5,6002
SIRT4,6003
SIRT3,6004
SIRT1,6005
COMMD3,6006
NCS1,6007
ZFPM2,6008
KCNH4,6009
MLYCD,6010
CRB1,6011
FNTB,6012
ITGB3BP,6013
TMED3,6014
TDRD7,6015
GRIP1,6016
SLC7A8,6017
RYBP,6018
TPSD1,6019
AP4E1,6020
GPR161,6021
RHOQ,6022
LINC01565,6023
TARDBP,6024
CELA3B,6025
HARS2,6026
ATP1B4,6027
SLC35A3,6028
SLC44A1,6029
SF3B3,6030
SF3B1,6031
ANGPTL2,6032
ABCB9,6033
ABCA6,6034
ABCA5,6035
HEY1,6036
ICMT,6037
GCAT,6038
CBX6,6039
NPTXR,6040
CBX5,6041
PHF3,6042
TRAM1,6043
CAPN7,6044
ETHE1,6045
QPRT,6046
BRD4,6047
SEC11A,6048
ISCU,6049
FOLR1,6050
SEC61G,6051
PES1,6052
TGDS,6053
LEPROTL1,6054
CES3,6055
CBX7,6056
HEY2,6057
TNFRSF13B,6058
HAAO,6059
MACF1,6060
FOLR2,6061
DAAM2,6062
ZFYVE26,6063
RIMBP2,6064
TMEM131,6065
BICRAL,6066
LRRC8B,6067
TTC9,6068
POFUT1,6069
KCTD2,6070
NUP188,6071
SUZ12,6072
SCRIB,6073
SPIDR,6074
MORC3,6075
SLC39A14,6076
MTREX,6077
R3HDM1,6078
FOLR3,6079
RPL13A,6080
KAT6B,6081
CABIN1,6082
SRRM2,6083
ARHGAP45,6084
ACAP2,6085
ZNF281,6086
CLCF1,6087
FOS,6088
NNT,6089
MMD,6090
PRAME,6091
PIK3R5,6092
TNPO3,6093
ADAT1,6094
OR52A1,6095
SLC16A8,6096
FOSB,6097
SEC14L2,6098
MAPK8IP2,6099
RBFOX2,6100
SEZ6L,6101
ATP6V0A2,6102
SYNGR4,6103
LILRA4,6104
TTC33,6105
DNPEP,6106
FOSL2,6107
PSD4,6108
CDK20,6109
HYAL4,6110
TSPAN12,6111
TSPAN15,6112
PIGN,6113
WBP2,6114
FPGS,6115
GTPBP4,6116
CLDN14,6117
CHST5,6118
DDAH2,6119
LPAR3,6120
ARL2BP,6121
PADI4,6122
FPR1,6123
DDAH1,6124
FPR2,6125
CDC42EP4,6126
SMUG1,6127
TMEM50A,6128
DDX58,6129
ELP5,6130
KLHDC2,6131
CARHSP1,6132
FPR3,6133
PDSS1,6134
FAM215A,6135
LEMD3,6136
HEBP2,6137
ORC6,6138
ORC3,6139
OPN3,6140
ACOT9,6141
PATZ1,6142
AMACR,6143
CLEC5A,6144
CORO1C,6145
DAPK2,6146
CD2AP,6147
MKRN1,6148
MKRN2,6149
PHLDA3,6150
ZMYND8,6151
PPY2P,6152
PYY2,6153
SH3BP1,6154
TSSK2,6155
ZIM2,6156
NTSR2,6157
BACE1,6158
RUSC1,6159
CBLC,6160
SPO11,6161
PRND,6162
BRD7P3,6163
CA14,6164
KPNA6,6165
SSBP2,6166
NUP62,6167
RABGAP1,6168
LRRC6,6169
HSPBP1,6170
LDOC1,6171
LY96,6172
EDC4,6173
PPP1R15A,6174
PLD3,6175
ARFIP2,6176
SSBP3,6177
POLA2,6178
TRIM29,6179
PLXNB2,6180
SLC7A11,6181
LSM5,6182
PLA2G15,6183
ZKSCAN5,6184
CEMIP2,6185
STX12,6186
SMPX,6187
SH3BP4,6188
RAB38,6189
PRKD3,6190
KCNE4,6191
CADM1,6192
GSPT2,6193
GABARAPL1,6194
NPAP1,6195
BHMT2,6196
AIPL1,6197
SDF2L1,6198
PPIL2,6199
PITPNB,6200
PISD,6201
OSBP2,6202
MAFF,6203
IL17RA,6204
FLRT3,6205
FLRT2,6206
FLRT1,6207
FKBP8,6208
BRD1,6209
APOL2,6210
BCL2L13,6211
MTCH1,6212
MTCH2,6213
ALK,6214
ALOX12,6215
FXN,6216
ABCA4,6217
ALOX5,6218
ALOX5AP,6219
KIF4A,6220
IFIT5,6221
EML2,6222
FTSJ1,6223
LAMP5,6224
NAA80,6225
TFIP11,6226
PANX1,6227
CLDN15,6228
FJX1,6229
PRPF6,6230
ZNF318,6231
ALOX12B,6232
FRK,6233
CNPY4,6234
ALOX15,6235
RNASEH1,6236
POLR2J2,6237
ALOX15B,6238
MTOR,6239
ALPI,6240
FRG1,6241
FRZB,6242
FSHB,6243
ALPL,6244
CENPI,6245
FSHR,6246
NR5A2,6247
FTH1,6248
ABL1,6249
ALPP,6250
ALPG,6251
FTL,6252
ADAM2,6253
NR5A1,6254
FUCA1,6255
GAST,6256
FUS,6257
FUT1,6258
FUT2,6259
FUT3,6260
FUT6,6261
FUT7,6262
FUT8,6263
KDSR,6264
PRR14L,6265
SERHL2,6266
ACKR1,6267
FYB1,6268
FYN,6269
ZBTB38,6270
FZD2,6271
SLC25A30,6272
IFI6,6273
CERS6,6274
G6PC,6275
G6PD,6276
YTHDF3,6277
RALGAPA1,6278
KCTD13,6279
ASPHD1,6280
EHBP1L1,6281
SLC37A4,6282
GAGE1,6283
ZDHHC24,6284
MCM9,6285
LPCAT4,6286
XRCC6,6287
GAA,6288
GAB1,6289
GABBR1,6290
CBARP,6291
GABPA,6292
GABPB1,6293
GABRA1,6294
GABRA2,6295
GABRA3,6296
GABRA4,6297
GABRA5,6298
SDHAP1,6299
GABRA6,6300
ADAM5,6301
GABRB1,6302
ZNF549,6303
GABRB2,6304
GABRB3,6305
STEAP1B,6306
GABRD,6307
EML3,6308
GABRE,6309
GABRG2,6310
GABRG3,6311
GABRP,6312
GABRR1,6313
KANK3,6314
SERINC5,6315
ALX3,6316
GABRR2,6317
GAD1,6318
GAD2,6319
C2orf72,6320
KIAA1549L,6321
SLC24A2,6322
C22orf31,6323
TBC1D22A,6324
C22orf24,6325
CBY1,6326
SUN2,6327
DSTYK,6328
RASGRP3,6329
RAB3GAP2,6330
DGCR11,6331
DGCR9,6332
RAD54B,6333
TMEM59L,6334
CFAP45,6335
CIZ1,6336
FBXO7,6337
FSCN2,6338
PGLS,6339
QPCT,6340
ZNF324,6341
AMBN,6342
GAK,6343
SLC39A6,6344
GCA,6345
LMOD1,6346
SPDEF,6347
LSM4,6348
BAMBI,6349
VAX2,6350
RHBDD3,6351
TTLL1,6352
GALC,6353
SAMM50,6354
ATXN10,6355
TNFAIP8,6356
KLK5,6357
NOCT,6358
GALE,6359
ARIH1,6360
MTO1,6361
DNAJB5,6362
TPSG1,6363
BACE2,6364
FBXL2,6365
TXN2,6366
TMEM184B,6367
B4GALNT1,6368
SULT4A1,6369
POU2F3,6370
MGAT4C,6371
NIPBL,6372
RAB26,6373
COG4,6374
GALK1,6375
METTL7A,6376
ABTB2,6377
ASF1A,6378
MOB4,6379
YIPF3,6380
ANAPC13,6381
PARM1,6382
GALK2,6383
ZNF345,6384
ARMC8,6385
FAM149A,6386
BRMS1,6387
CATSPERZ,6388
PART1,6389
WHRN,6390
USP49,6391
ABHD14A,6392
PRKD2,6393
GALR1,6394
RPL36,6395
MPC2,6396
LETMD1,6397
SPEF1,6398
MXRA5,6399
DCAF13,6400
GALNS,6401
TMEM186,6402
ZNF473,6403
GALNT1,6404
ABI3BP,6405
PAMR1,6406
TRIM58,6407
EEF1AKMT3,6408
INTS7,6409
RNF19A,6410
RCHY1,6411
AMBP,6412
GALNT2,6413
IFFO1,6414
CCDC28A,6415
OLFML2B,6416
ANAPC15,6417
TMEM158,6418
AHCTF1,6419
GALNT3,6420
POT1,6421
NDUFAF3,6422
ALS2CL,6423
NCR3,6424
GALT,6425
NELFB,6426
HSPA12A,6427
SGMS1,6428
MYRIP,6429
NOL11,6430
ASPM,6431
SOSTDC1,6432
GAMT,6433
